index,Cattle_ID,Breed,Country,Climate_Zone,Management_System,Age_Months,Weight_kg,Parity,Lactation_Stage,Days_in_Milk,Feed_Type,Feed_Quantity_kg,Feeding_Frequency,Water_Intake_L,Walking_Distance_km,Grazing_Duration_hrs,Rumination_Time_hrs,Resting_Hours,Ambient_Temperature_C,Humidity_percent,Season,Housing_Score,FMD_Vaccine,Brucellosis_Vaccine,Previous_Week_Avg_Yield,Body_Condition_Score,Milking_Interval_hrs,Date,Farm_ID,Milk_Yield_L
244788,CATTLE_244789,Jersey,BR,Temperado,Semi_Intensive,98,299.0,1,Late,131,Green_Fodder,7.9,3,high,high,6.4,6.5,10.3,37.5,49.8,Monsoon,0.94,yes,yes,11.97,ok,6,2022-02-14,FARM_0507,9.2
244797,CATTLE_244798,Girolando,BR,Arid,Semi_Intensive,55,632.3,5,Mid,274,Pasture_Grass,21.6,5,high,medium,2.8,8.6,13.4,36.5,60.8,Summer,0.83,yes,yes,7.28,low,8,2024-08-09,FARM_0558,7.59
244799,CATTLE_244800,Girolando,BR,Subtropical,Mixed,121,251.9,5,Early,12,Pasture_Grass,14.0,3,high,high,2.6,7.8,14.5,23.7,23.4,Monsoon,0.89,no,yes,9.43,ok,12,2023-10-06,FARM_0438,9.78
244801,CATTLE_244802,Girolando,BR,Temperado,Pastoral,103,533.1,6,Early,247,Hay,5.8,4,medium,high,5.0,4.9,11.9,18.2,54.3,Summer,0.36,yes,yes,14.47,ok,12,2023-08-25,FARM_0743,12.5
244817,CATTLE_244818,Jersey,BR,Arid,Intensive,65,683.6,2,Mid,227,Mixed_Feed,3.0,1,medium,medium,7.9,6.4,10.1,28.8,70.6,Monsoon,0.38,no,yes,2.75,high,12,2023-03-16,FARM_0069,2.7
244875,CATTLE_244876,Jersey,BR,Temperado,Pastoral,131,503.1,4,Mid,132,Hay,15.3,2,low,high,13.1,10.3,8.1,3.6,31.1,Winter,0.86,yes,no,10.92,high,12,2023-08-26,FARM_0073,10.89
244895,CATTLE_244896,Holandes,BR,Temperado,Mixed,73,629.8,1,Early,218,Green_Fodder,11.8,4,medium,high,6.3,9.0,13.1,12.6,98.2,Spring,0.39,no,yes,14.46,high,12,2022-09-12,FARM_0077,13.57
244903,CATTLE_244904,Girolando,BR,Temperado,Semi_Intensive,113,716.8,4,Mid,292,Dry_Fodder,11.5,2,medium,high,9.6,8.5,12.6,19.9,79.5,Summer,0.44,yes,yes,6.29,ok,8,2024-08-02,FARM_0664,7.74
244918,CATTLE_244919,Jersey,BR,Arid,Mixed,79,502.6,6,Late,340,Hay,8.5,3,low,medium,9.4,5.9,7.9,7.4,48.3,Winter,0.69,yes,no,10.72,high,24,2024-08-10,FARM_0262,9.99
244936,CATTLE_244937,Holandes,BR,Temperado,Pastoral,137,723.9,5,Late,206,Dry_Fodder,8.6,1,medium,high,1.0,11.4,10.6,38.5,23.0,Summer,0.35,yes,no,0.0,ok,12,2024-04-11,FARM_0458,0.0
244944,CATTLE_244945,Jersey,BR,Tropical,Mixed,126,309.2,6,Early,244,Mixed_Feed,7.6,3,medium,high,6.7,6.3,8.0,22.1,90.6,Summer,0.4,yes,yes,1.82,high,12,2022-04-05,FARM_0899,2.76
244948,CATTLE_244949,Jersey,BR,Temperado,Mixed,100,303.9,2,Late,101,Crop_Residues,11.5,1,medium,high,7.9,8.3,8.1,23.9,58.2,Winter,0.43,yes,yes,5.91,ok,12,2024-08-29,FARM_0044,3.99
244952,CATTLE_244953,Holandes,BR,Tropical,Intensive,91,294.8,2,Mid,320,Green_Fodder,11.4,3,medium,high,3.9,7.9,11.5,32.3,60.4,Spring,0.32,yes,yes,6.47,high,12,2024-09-27,FARM_0351,5.65
244969,CATTLE_244970,Holandes,BR,Arid,Semi_Intensive,34,457.4,4,Early,111,Concentrates,12.9,4,high,medium,3.1,11.1,10.1,24.6,63.4,Monsoon,0.74,yes,yes,7.93,ok,12,2022-01-28,FARM_0103,8.17
244989,CATTLE_244990,Holandes,BR,Subtropical,Intensive,43,268.5,6,Mid,241,Pasture_Grass,14.3,2,medium,medium,10.8,5.5,10.6,12.9,42.3,Autumn,0.33,yes,yes,4.16,ok,12,2022-05-20,FARM_0384,7.29
245015,CATTLE_245016,Jersey,BR,Temperado,Pastoral,59,495.7,6,Early,93,Crop_Residues,16.0,3,medium,medium,7.1,6.4,8.4,39.9,64.5,Spring,0.83,no,no,15.92,ok,12,2024-08-07,FARM_0869,15.57
245016,CATTLE_245017,Girolando,BR,Arid,Intensive,135,260.2,4,Early,181,Green_Fodder,13.5,1,medium,medium,5.4,4.0,11.9,45.0,14.7,Monsoon,0.79,yes,yes,13.72,low,8,2022-03-17,FARM_0446,14.26
245017,CATTLE_245018,Holandes,BR,Tropical,Mixed,137,482.2,1,Late,142,Silage,13.7,2,medium,high,2.3,9.5,9.9,12.7,62.1,Autumn,0.93,yes,no,4.18,low,12,2024-11-03,FARM_0758,2.25
245031,CATTLE_245032,Holandes,BR,Subtropical,Mixed,116,396.4,1,Mid,48,Mixed_Feed,12.1,1,medium,high,7.2,4.7,9.7,29.5,69.3,Summer,0.98,yes,no,8.24,ok,12,2024-03-06,FARM_0857,10.09
245041,CATTLE_245042,Girolando,BR,Subtropical,Pastoral,108,415.2,3,Mid,125,Crop_Residues,9.2,5,high,high,3.6,7.1,7.7,23.9,56.2,Spring,0.74,yes,yes,8.17,ok,12,2024-03-20,FARM_0542,7.66
245053,CATTLE_245054,Holandes,BR,Arid,Semi_Intensive,62,645.6,2,Late,354,Concentrates,17.8,4,high,medium,3.9,7.0,10.8,26.8,31.6,Winter,0.7,no,no,7.68,low,12,2022-07-06,FARM_0091,7.47
245071,CATTLE_245072,Jersey,BR,Temperado,Pastoral,68,624.8,1,Mid,252,Hay,4.2,5,medium,high,6.2,8.6,11.7,14.2,83.5,Summer,0.73,yes,no,14.7,ok,12,2022-12-07,FARM_0030,13.21
245091,CATTLE_245092,Jersey,BR,Subtropical,Intensive,78,285.8,5,Late,329,Green_Fodder,6.4,4,medium,high,10.4,6.0,16.1,-0.5,55.9,Spring,0.8,no,no,5.74,ok,12,2022-12-15,FARM_0276,5.45
245107,CATTLE_245108,Jersey,BR,Tropical,Intensive,100,426.0,6,Mid,230,Mixed_Feed,11.4,2,medium,high,4.3,6.2,11.3,17.8,58.7,Winter,0.69,no,yes,7.55,low,24,2022-06-27,FARM_0429,7.02
245126,CATTLE_245127,Jersey,BR,Temperado,Pastoral,51,690.9,2,Mid,204,Concentrates,8.8,1,low,medium,5.3,8.8,9.2,26.3,74.1,Winter,0.92,yes,no,22.59,low,8,2023-03-07,FARM_0964,22.02
245153,CATTLE_245154,Girolando,BR,Subtropical,Pastoral,72,466.7,4,Early,199,Hay,10.7,5,medium,low,1.6,7.9,9.2,17.7,42.1,Monsoon,0.75,yes,yes,17.02,ok,12,2023-05-10,FARM_0127,16.52
245164,CATTLE_245165,Jersey,BR,Subtropical,Semi_Intensive,113,704.1,6,Mid,136,Green_Fodder,6.5,2,medium,high,4.4,8.6,12.3,36.7,82.1,Summer,0.83,yes,no,7.7,ok,12,2022-02-20,FARM_0733,7.25
245170,CATTLE_245171,Holandes,BR,Tropical,Extensive,105,659.4,5,Mid,114,Mixed_Feed,13.9,5,high,low,8.8,7.6,6.7,26.0,88.6,Autumn,0.97,yes,yes,12.14,ok,12,2022-08-29,FARM_0399,14.56
245199,CATTLE_245200,Holandes,BR,Tropical,Mixed,52,646.3,6,Early,35,Pasture_Grass,9.3,5,high,medium,9.7,11.0,13.1,14.2,69.0,Winter,0.8,yes,yes,5.62,ok,12,2022-06-12,FARM_0547,5.75
245207,CATTLE_245208,Holandes,BR,Arid,Pastoral,136,466.3,4,Early,66,Dry_Fodder,11.0,1,high,high,1.0,6.2,7.1,35.8,71.5,Winter,0.39,no,no,2.17,ok,12,2024-11-29,FARM_0601,4.36
245213,CATTLE_245214,Girolando,BR,Arid,Pastoral,138,300.9,5,Mid,111,Pasture_Grass,16.9,2,medium,medium,9.8,9.4,12.4,16.9,78.7,Autumn,0.69,yes,no,6.96,high,24,2023-02-21,FARM_0337,7.63
245232,CATTLE_245233,Girolando,BR,Arid,Extensive,107,325.7,2,Late,74,Dry_Fodder,15.5,4,medium,high,5.4,12.6,8.8,21.0,92.6,Winter,0.65,yes,no,8.09,low,12,2022-08-25,FARM_0129,5.77
245241,CATTLE_245242,Holandes,BR,Temperado,Extensive,141,562.1,2,Mid,326,Crop_Residues,14.0,4,medium,high,6.3,6.6,6.0,35.0,46.8,Monsoon,0.35,yes,yes,5.56,ok,12,2024-11-18,FARM_0094,3.81
245292,CATTLE_245293,Girolando,BR,Subtropical,Pastoral,61,533.6,4,Late,49,Concentrates,7.4,4,high,high,6.6,8.3,9.0,11.7,38.0,Summer,0.34,yes,yes,14.77,low,12,2022-09-11,FARM_0323,13.75
245293,CATTLE_245294,Girolando,BR,Tropical,Intensive,37,742.4,2,Mid,116,Dry_Fodder,8.1,2,medium,high,5.1,5.9,5.0,45.0,57.7,Summer,0.9,yes,yes,4.41,low,12,2022-08-06,FARM_0433,4.6
245294,CATTLE_245295,Holandes,BR,Tropical,Pastoral,44,414.8,2,Early,192,Pasture_Grass,8.6,3,high,medium,7.0,7.5,8.9,29.6,74.4,Summer,0.4,yes,yes,9.37,ok,24,2024-03-10,FARM_0199,9.08
245313,CATTLE_245314,Girolando,BR,Temperado,Intensive,33,712.3,5,Mid,64,Green_Fodder,15.1,5,high,high,10.1,8.6,10.5,14.6,97.5,Summer,0.4,no,yes,12.39,ok,12,2024-03-26,FARM_0330,12.65
245321,CATTLE_245322,Holandes,BR,Tropical,Extensive,47,522.6,4,Early,235,Concentrates,20.0,3,medium,high,6.6,9.8,7.0,30.9,56.1,Autumn,0.51,yes,no,3.57,ok,12,2023-03-26,FARM_0833,6.09
245322,CATTLE_245323,Girolando,BR,Tropical,Pastoral,135,672.6,5,Late,41,Dry_Fodder,11.6,1,medium,low,3.1,6.1,10.4,39.9,36.1,Autumn,0.47,yes,no,6.76,high,12,2023-06-05,FARM_0500,7.16
245329,CATTLE_245330,Girolando,BR,Subtropical,Semi_Intensive,44,738.8,1,Early,298,Green_Fodder,11.5,2,high,high,11.3,6.6,8.8,31.5,54.7,Monsoon,0.87,yes,yes,3.99,high,12,2022-05-10,FARM_0143,5.29
245337,CATTLE_245338,Holandes,BR,Tropical,Mixed,24,452.7,6,Late,275,Crop_Residues,6.4,5,medium,low,5.1,11.8,11.1,24.0,76.0,Monsoon,0.38,no,yes,12.96,high,24,2024-06-28,FARM_0619,13.83
245420,CATTLE_245421,Holandes,BR,Subtropical,Intensive,135,266.1,3,Mid,289,Dry_Fodder,14.2,2,high,high,3.8,5.7,16.0,21.0,68.5,Monsoon,0.55,yes,yes,3.27,high,8,2023-01-22,FARM_0855,4.01
245474,CATTLE_245475,Holandes,BR,Tropical,Mixed,90,649.1,6,Late,268,Crop_Residues,5.5,2,medium,medium,2.3,6.5,15.5,24.1,64.6,Spring,0.4,no,no,2.07,high,12,2023-01-24,FARM_0744,1.68
245478,CATTLE_245479,Jersey,BR,Tropical,Intensive,128,336.2,2,Mid,75,Hay,12.1,1,high,high,7.2,5.7,9.6,2.0,25.3,Monsoon,0.93,no,yes,10.39,ok,12,2024-08-05,FARM_0104,8.09
245539,CATTLE_245540,Jersey,BR,Temperado,Mixed,91,294.9,6,Early,212,Green_Fodder,7.8,4,medium,medium,3.6,8.4,13.9,38.8,60.1,Spring,0.95,no,no,7.79,ok,12,2022-01-09,FARM_0361,8.05
245552,CATTLE_245553,Jersey,BR,Subtropical,Mixed,44,266.9,2,Late,191,Pasture_Grass,12.5,2,medium,medium,7.8,8.4,12.3,-2.1,80.8,Autumn,0.81,no,yes,7.62,high,12,2024-09-01,FARM_0599,7.42
245577,CATTLE_245578,Girolando,BR,Tropical,Mixed,53,541.5,4,Late,164,Green_Fodder,11.9,1,high,high,8.6,10.6,8.1,17.3,99.5,Monsoon,0.36,no,yes,5.64,high,8,2023-06-21,FARM_0277,7.2
245586,CATTLE_245587,Holandes,BR,Arid,Extensive,76,354.8,3,Late,95,Silage,8.5,2,high,high,2.3,7.4,8.0,26.0,63.9,Winter,0.5,no,no,1.09,low,12,2023-04-27,FARM_0255,3.25
245594,CATTLE_245595,Jersey,BR,Subtropical,Intensive,79,538.9,1,Early,363,Pasture_Grass,12.4,1,high,medium,6.1,9.7,8.8,17.0,84.9,Spring,0.72,yes,no,2.04,low,12,2024-01-15,FARM_0171,3.5
245608,CATTLE_245609,Girolando,BR,Subtropical,Semi_Intensive,66,398.3,4,Early,309,Green_Fodder,11.3,1,medium,medium,2.5,7.6,9.1,39.7,53.1,Autumn,0.69,no,yes,7.58,ok,12,2022-10-02,FARM_0280,8.27
245619,CATTLE_245620,Jersey,BR,Arid,Intensive,101,674.6,6,Mid,87,Hay,8.9,2,high,high,2.2,8.4,10.0,32.6,92.5,Autumn,0.62,no,yes,0.0,high,24,2022-12-21,FARM_0776,0.0
245627,CATTLE_245628,Girolando,BR,Subtropical,Mixed,141,408.3,3,Early,126,Concentrates,13.1,5,high,high,5.4,11.2,7.1,14.6,93.9,Summer,0.42,yes,no,4.99,high,8,2022-02-18,FARM_0586,5.4
245638,CATTLE_245639,Girolando,BR,Subtropical,Extensive,86,361.2,4,Late,296,Crop_Residues,14.2,5,medium,low,1.6,7.0,8.0,32.8,78.2,Winter,0.87,yes,yes,13.86,high,8,2022-10-08,FARM_0699,12.0
245647,CATTLE_245648,Holandes,BR,Tropical,Pastoral,34,369.3,3,Mid,133,Silage,14.4,4,high,high,8.2,7.6,5.0,10.3,43.0,Spring,1.0,yes,yes,0.0,high,12,2024-02-08,FARM_0497,0.0
245655,CATTLE_245656,Holandes,BR,Tropical,Mixed,135,394.8,1,Mid,80,Dry_Fodder,3.9,5,high,high,1.0,9.6,9.5,33.9,100.0,Spring,0.51,no,yes,6.26,high,12,2023-12-04,FARM_0972,6.29
245659,CATTLE_245660,Girolando,BR,Arid,Semi_Intensive,59,658.7,6,Early,323,Pasture_Grass,8.7,3,high,medium,9.9,10.1,8.3,8.2,77.9,Autumn,0.6,yes,no,6.71,ok,12,2024-11-06,FARM_0824,8.01
245664,CATTLE_245665,Jersey,BR,Temperado,Intensive,69,492.9,1,Early,330,Green_Fodder,11.0,4,high,high,1.8,6.1,8.3,12.5,35.0,Autumn,0.35,no,yes,13.11,ok,8,2024-04-22,FARM_0605,13.5
245692,CATTLE_245693,Holandes,BR,Arid,Intensive,85,737.3,6,Late,83,Silage,15.0,2,low,low,3.2,7.8,11.5,1.2,41.9,Spring,0.45,yes,yes,10.12,ok,8,2022-08-16,FARM_0756,11.04
245712,CATTLE_245713,Holandes,BR,Subtropical,Semi_Intensive,96,386.5,6,Early,71,Concentrates,12.8,4,medium,high,5.6,12.3,5.0,24.4,42.5,Monsoon,0.51,yes,yes,4.26,high,12,2023-10-22,FARM_0074,3.6
245716,CATTLE_245717,Jersey,BR,Arid,Semi_Intensive,29,361.0,4,Mid,174,Dry_Fodder,9.7,1,medium,high,8.4,6.0,8.0,12.4,51.6,Summer,0.34,yes,yes,9.65,high,12,2022-08-04,FARM_0786,9.94
245717,CATTLE_245718,Girolando,BR,Temperado,Pastoral,137,261.4,3,Mid,134,Hay,17.5,3,medium,medium,4.6,6.9,9.8,27.8,68.9,Monsoon,0.54,yes,yes,3.0,ok,12,2023-07-09,FARM_0869,1.2
245726,CATTLE_245727,Jersey,BR,Subtropical,Extensive,51,527.4,3,Mid,328,Hay,15.9,4,high,high,8.7,6.6,10.4,45.0,63.7,Summer,0.68,no,yes,1.91,high,8,2022-09-16,FARM_0997,0.44
245733,CATTLE_245734,Holandes,BR,Arid,Pastoral,45,468.8,3,Early,348,Dry_Fodder,4.8,2,medium,medium,3.9,7.2,11.1,21.3,92.1,Autumn,0.92,yes,no,5.69,ok,12,2023-06-25,FARM_0963,5.79
245734,CATTLE_245735,Jersey,BR,Arid,Intensive,69,477.1,4,Early,4,Green_Fodder,9.0,5,medium,medium,9.7,10.8,8.4,28.1,25.8,Summer,0.49,no,no,6.4,low,12,2022-09-14,FARM_0730,7.27
245738,CATTLE_245739,Holandes,BR,Subtropical,Pastoral,26,494.0,1,Early,3,Dry_Fodder,15.9,4,medium,high,7.7,7.4,8.4,7.9,31.9,Monsoon,0.67,no,yes,2.41,ok,8,2024-10-23,FARM_0911,3.14
245792,CATTLE_245793,Girolando,BR,Temperado,Mixed,26,576.4,3,Late,74,Concentrates,8.9,1,medium,high,13.4,5.3,13.9,31.5,81.1,Autumn,0.66,yes,no,1.3,ok,12,2024-07-15,FARM_0463,2.63
245794,CATTLE_245795,Jersey,BR,Tropical,Extensive,61,500.5,1,Mid,116,Pasture_Grass,10.4,3,high,medium,13.0,11.5,16.3,21.2,36.5,Winter,0.51,yes,yes,9.8,high,12,2023-09-15,FARM_0248,10.75
245806,CATTLE_245807,Girolando,BR,Temperado,Intensive,128,490.7,1,Late,188,Pasture_Grass,14.1,2,medium,high,2.9,4.6,5.4,23.4,38.3,Winter,0.57,yes,no,6.3,ok,12,2024-06-19,FARM_0173,6.41
245813,CATTLE_245814,Jersey,BR,Subtropical,Extensive,36,335.6,4,Mid,179,Hay,16.6,4,medium,medium,3.8,6.5,10.6,42.1,92.3,Spring,0.55,yes,no,9.98,ok,12,2023-08-14,FARM_0997,10.54
245829,CATTLE_245830,Jersey,BR,Temperado,Pastoral,81,488.7,2,Early,48,Crop_Residues,12.3,4,medium,medium,9.2,8.7,8.4,22.2,45.0,Summer,0.45,yes,yes,10.81,ok,6,2023-06-28,FARM_0585,8.51
245912,CATTLE_245913,Holandes,BR,Arid,Semi_Intensive,129,531.6,2,Late,291,Dry_Fodder,14.4,2,high,high,3.9,11.0,6.3,23.4,50.8,Autumn,0.98,yes,yes,12.38,ok,12,2023-11-03,FARM_0879,12.08
245915,CATTLE_245916,Holandes,BR,Temperado,Pastoral,39,489.7,1,Late,318,Mixed_Feed,9.6,1,high,high,4.8,7.4,11.0,19.6,47.0,Monsoon,0.88,no,no,5.67,ok,12,2023-05-23,FARM_0001,4.59
245917,CATTLE_245918,Jersey,BR,Subtropical,Intensive,91,445.8,3,Late,29,Silage,8.3,1,medium,high,5.4,6.7,6.6,25.3,55.8,Autumn,0.33,no,no,4.81,low,12,2023-02-11,FARM_0447,4.86
245941,CATTLE_245942,Girolando,BR,Temperado,Intensive,48,452.4,4,Early,354,Green_Fodder,12.1,5,medium,high,6.1,9.0,9.5,11.5,33.8,Winter,0.49,no,no,3.15,ok,12,2024-11-25,FARM_0363,3.04
245949,CATTLE_245950,Girolando,BR,Arid,Intensive,42,470.5,2,Mid,244,Crop_Residues,5.7,3,high,high,6.0,7.2,9.2,16.0,54.0,Autumn,0.31,no,no,14.01,ok,12,2022-04-09,FARM_0178,14.31
245954,CATTLE_245955,Holandes,BR,Tropical,Semi_Intensive,69,301.6,4,Mid,81,Crop_Residues,7.4,3,medium,medium,6.2,9.4,12.7,7.6,52.9,Monsoon,0.82,no,yes,25.4,ok,12,2024-03-29,FARM_0743,26.27
245955,CATTLE_245956,Girolando,BR,Temperado,Extensive,111,363.5,2,Mid,291,Green_Fodder,16.2,2,medium,medium,2.6,10.4,12.0,3.6,85.2,Winter,0.71,yes,no,0.0,ok,8,2023-06-19,FARM_0340,0.0
245970,CATTLE_245971,Holandes,BR,Temperado,Pastoral,100,580.8,6,Late,6,Crop_Residues,16.8,1,medium,high,10.5,9.1,13.4,19.0,64.4,Monsoon,0.9,yes,no,13.93,high,12,2022-01-12,FARM_0089,14.73
246011,CATTLE_246012,Holandes,BR,Tropical,Extensive,73,369.6,6,Mid,336,Crop_Residues,12.9,1,medium,medium,1.0,9.5,12.1,11.7,100.0,Monsoon,0.96,yes,yes,2.82,low,6,2023-04-13,FARM_0251,2.23
246053,CATTLE_246054,Girolando,BR,Subtropical,Intensive,52,674.1,1,Mid,167,Pasture_Grass,13.3,2,medium,low,12.0,11.4,5.0,34.4,56.1,Winter,0.72,no,yes,0.0,low,12,2024-03-12,FARM_0393,1.84
246090,CATTLE_246091,Girolando,BR,Subtropical,Mixed,78,272.2,6,Late,191,Silage,13.8,1,high,medium,7.4,5.8,8.3,29.3,64.5,Spring,0.75,yes,no,6.83,ok,12,2024-11-16,FARM_0093,4.67
246099,CATTLE_246100,Girolando,BR,Tropical,Pastoral,73,620.2,1,Late,206,Crop_Residues,8.2,5,medium,low,2.9,8.7,9.2,13.3,53.3,Summer,0.68,yes,no,9.96,low,24,2022-11-11,FARM_0249,9.29
246121,CATTLE_246122,Holandes,BR,Arid,Semi_Intensive,41,418.1,1,Mid,307,Dry_Fodder,12.6,2,medium,high,12.0,7.5,13.6,31.8,86.8,Summer,0.4,yes,yes,3.8,ok,12,2024-06-20,FARM_0584,2.79
246127,CATTLE_246128,Jersey,BR,Tropical,Mixed,31,503.7,1,Late,258,Green_Fodder,16.3,5,high,high,7.8,10.6,11.0,18.7,48.1,Monsoon,0.62,yes,yes,1.82,low,8,2024-11-01,FARM_0812,2.8
246135,CATTLE_246136,Jersey,BR,Arid,Extensive,70,617.6,6,Mid,216,Pasture_Grass,4.2,5,medium,low,6.0,9.2,7.4,19.9,65.6,Summer,0.58,no,no,19.94,ok,12,2024-11-25,FARM_0518,19.84
246209,CATTLE_246210,Holandes,BR,Temperado,Pastoral,90,495.9,6,Early,266,Mixed_Feed,16.1,4,medium,high,5.2,8.2,9.7,-0.2,34.3,Summer,0.83,yes,no,15.53,high,12,2023-09-02,FARM_0749,14.11
246245,CATTLE_246246,Girolando,BR,Tropical,Mixed,134,396.4,2,Late,139,Silage,13.2,5,high,medium,6.7,4.8,12.4,29.1,68.4,Monsoon,0.33,no,yes,8.88,high,12,2023-02-03,FARM_0906,7.74
246250,CATTLE_246251,Jersey,BR,Arid,Pastoral,108,547.4,1,Late,225,Hay,9.5,3,medium,high,7.3,5.7,9.9,26.2,58.6,Winter,0.59,no,no,5.77,ok,12,2024-03-08,FARM_0336,4.37
246253,CATTLE_246254,Jersey,BR,Arid,Pastoral,35,324.1,6,Mid,107,Hay,15.7,4,medium,high,3.5,6.5,11.2,12.1,43.3,Summer,0.87,no,yes,7.44,ok,8,2023-12-09,FARM_0877,5.99
246257,CATTLE_246258,Jersey,BR,Tropical,Semi_Intensive,27,570.0,4,Late,88,Silage,14.1,5,high,high,8.2,8.9,8.6,21.3,56.9,Monsoon,0.49,no,yes,4.13,low,12,2024-03-26,FARM_0608,6.3
246265,CATTLE_246266,Girolando,BR,Arid,Intensive,50,748.6,1,Late,319,Silage,18.3,1,high,low,8.3,10.6,5.0,12.0,35.2,Summer,0.87,no,yes,5.52,ok,24,2022-03-14,FARM_0971,5.1
246295,CATTLE_246296,Holandes,BR,Arid,Extensive,127,469.9,3,Late,208,Crop_Residues,12.7,5,high,high,5.5,6.9,10.4,35.2,49.2,Spring,0.69,no,yes,4.59,ok,12,2022-11-30,FARM_0817,4.02
246331,CATTLE_246332,Holandes,BR,Subtropical,Semi_Intensive,32,603.8,3,Mid,254,Dry_Fodder,20.3,4,high,medium,2.5,7.5,9.3,22.7,59.2,Monsoon,0.54,yes,yes,3.42,ok,12,2023-02-20,FARM_0831,4.58
246341,CATTLE_246342,Jersey,BR,Tropical,Mixed,99,667.3,3,Late,216,Hay,11.6,2,medium,medium,5.0,9.6,11.7,34.0,67.9,Summer,0.48,no,yes,2.49,high,12,2023-03-19,FARM_0028,2.59
246343,CATTLE_246344,Girolando,BR,Tropical,Extensive,73,695.2,2,Mid,150,Green_Fodder,3.0,2,high,high,7.4,8.7,9.4,9.3,57.0,Monsoon,0.7,no,no,5.56,high,12,2024-01-10,FARM_0787,3.74
246354,CATTLE_246355,Girolando,BR,Subtropical,Pastoral,29,359.2,2,Late,202,Crop_Residues,11.2,4,high,high,10.3,5.8,11.1,31.1,63.5,Winter,0.42,yes,no,6.89,ok,12,2023-09-09,FARM_0418,5.9
246388,CATTLE_246389,Holandes,BR,Subtropical,Pastoral,67,696.7,6,Late,219,Silage,14.3,4,high,high,8.1,10.0,10.6,30.2,21.0,Autumn,0.79,yes,yes,5.68,ok,12,2022-08-24,FARM_0751,6.75
246391,CATTLE_246392,Holandes,BR,Tropical,Extensive,112,632.8,4,Mid,27,Mixed_Feed,15.1,3,high,low,3.3,10.4,14.1,19.9,96.6,Spring,0.91,yes,yes,15.46,ok,12,2024-02-29,FARM_0488,17.14
246395,CATTLE_246396,Girolando,BR,Arid,Pastoral,104,517.5,3,Late,74,Mixed_Feed,9.9,1,medium,medium,1.0,7.2,9.5,26.2,81.5,Autumn,0.5,yes,yes,10.07,high,12,2023-01-26,FARM_0616,11.5
246423,CATTLE_246424,Jersey,BR,Temperado,Intensive,82,455.7,2,Mid,247,Green_Fodder,8.4,4,low,medium,6.3,5.6,5.9,11.6,95.5,Autumn,0.44,yes,yes,4.61,ok,24,2024-06-27,FARM_0978,6.59
246428,CATTLE_246429,Holandes,BR,Arid,Extensive,27,701.2,4,Mid,10,Concentrates,16.6,2,medium,high,3.9,10.3,12.0,17.5,77.5,Monsoon,0.38,no,yes,8.74,ok,12,2024-01-27,FARM_0525,7.76
246429,CATTLE_246430,Girolando,BR,Subtropical,Semi_Intensive,35,380.6,4,Late,207,Green_Fodder,11.4,1,medium,high,2.3,9.2,6.1,44.9,53.4,Summer,0.55,yes,yes,13.1,high,24,2023-10-06,FARM_0207,11.63
246433,CATTLE_246434,Girolando,BR,Temperado,Semi_Intensive,102,516.7,3,Mid,99,Mixed_Feed,4.9,3,medium,medium,1.0,11.5,8.1,28.9,46.3,Summer,0.46,no,yes,11.24,high,12,2022-04-07,FARM_0360,13.88
246447,CATTLE_246448,Holandes,BR,Subtropical,Semi_Intensive,58,609.0,4,Mid,220,Crop_Residues,9.1,5,high,high,1.4,4.0,7.2,32.9,38.2,Monsoon,0.73,no,yes,8.98,ok,12,2023-10-01,FARM_0873,8.85
246448,CATTLE_246449,Holandes,BR,Arid,Extensive,115,467.5,4,Late,292,Concentrates,10.2,4,high,high,6.9,9.7,6.4,25.9,13.9,Spring,0.67,yes,no,5.46,ok,12,2022-08-25,FARM_0232,5.27
246466,CATTLE_246467,Jersey,BR,Subtropical,Mixed,135,453.7,3,Mid,182,Silage,8.0,1,high,high,3.7,7.1,9.0,24.8,66.8,Summer,0.53,yes,yes,11.96,low,12,2022-10-25,FARM_0507,9.53
246480,CATTLE_246481,Jersey,BR,Tropical,Semi_Intensive,78,303.3,3,Early,4,Pasture_Grass,12.1,5,medium,high,13.8,5.8,10.5,45.0,30.5,Spring,0.98,yes,yes,5.8,high,12,2024-07-22,FARM_0764,4.72
246502,CATTLE_246503,Holandes,BR,Tropical,Extensive,40,497.2,1,Mid,176,Dry_Fodder,10.4,5,high,medium,8.2,8.9,10.6,5.4,70.5,Summer,0.96,no,yes,15.45,ok,12,2022-08-16,FARM_0540,14.71
246526,CATTLE_246527,Holandes,BR,Temperado,Intensive,27,383.6,6,Mid,106,Silage,11.0,5,medium,medium,7.4,9.6,5.0,14.6,32.6,Autumn,0.96,yes,no,3.3,low,12,2023-08-04,FARM_0798,2.87
246527,CATTLE_246528,Jersey,BR,Tropical,Pastoral,102,533.2,5,Mid,38,Crop_Residues,12.4,3,high,high,5.4,4.0,11.5,26.5,64.5,Monsoon,0.32,no,yes,4.39,high,6,2023-10-22,FARM_0785,3.95
246530,CATTLE_246531,Girolando,BR,Arid,Pastoral,136,742.5,2,Mid,156,Hay,8.6,3,medium,low,4.5,10.9,8.9,14.3,34.4,Autumn,0.31,yes,yes,18.13,ok,6,2023-12-29,FARM_0101,15.98
